Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
11-21-32_374;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-32_374.PNG;-6,446952;31,404508;30,773451;30,355616;NaN;NaN;NaN;NaN;8,092259;4,589866;4,648385;4,687320;12,094267;12,095660;12,095934;12,097890
11-21-32_517;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-32_517.PNG;-6,447286;31,476907;30,798698;30,500357;NaN;NaN;NaN;NaN;8,092284;4,583175;4,646037;4,673816;12,094149;12,095594;12,095989;12,097860
11-21-32_766;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-32_766.PNG;-6,446547;31,735031;30,864276;30,815969;NaN;NaN;NaN;NaN;8,092229;4,559357;4,639941;4,644431;12,094162;12,095581;12,095966;12,097851
11-21-33_017;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-33_017.PNG;-6,446881;32,058788;31,065027;31,050357;NaN;NaN;NaN;NaN;8,092254;4,529568;4,621303;4,622664;12,094222;12,095669;12,095953;12,097843
11-21-33_374;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-33_374.PNG;-6,447573;32,243397;31,039004;31,258278;NaN;NaN;NaN;NaN;8,092306;4,512626;4,623717;4,603395;12,094253;12,095703;12,095925;12,097838
11-21-33_517;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-33_517.PNG;-6,446690;32,314625;31,011851;31,207244;NaN;NaN;NaN;NaN;8,092239;4,506097;4,626237;4,608121;12,094194;12,095658;12,096050;12,097924
11-21-33_766;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-33_766.PNG;-6,448574;32,310312;30,960242;31,027479;NaN;NaN;NaN;NaN;8,092381;4,506492;4,631027;4,624787;12,094228;12,095603;12,095977;12,097908
11-21-34_017;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-34_017.PNG;-6,448837;32,220446;30,903980;30,889486;NaN;NaN;NaN;NaN;8,092400;4,514730;4,636252;4,637599;12,094235;12,095701;12,095986;12,097890
11-21-34_374;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-34_374.PNG;-6,447835;32,066029;30,872839;30,720726;NaN;NaN;NaN;NaN;8,092325;4,528903;4,639145;4,653290;12,094201;12,095673;12,095969;12,097877
11-21-34_517;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_6/Images/11-21-34_517.PNG;-6,447072;32,035665;30,829183;30,734890;NaN;NaN;NaN;NaN;8,092268;4,531693;4,643203;4,651972;12,094224;12,095606;12,095986;12,097969
