Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
11-20-45_526;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-45_526.PNG;-6,446141;31,242770;31,231918;30,143576;NaN;NaN;NaN;NaN;8,092198;4,604831;4,605836;4,707134;12,094330;12,095780;12,096071;12,097935
11-20-45_776;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-45_776.PNG;-6,446499;31,415862;31,122222;30,325989;NaN;NaN;NaN;NaN;8,092225;4,588816;4,616000;4,690086;12,094305;12,095717;12,095978;12,097874
11-20-46_027;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-46_027.PNG;-6,447549;31,466785;30,998845;30,416119;NaN;NaN;NaN;NaN;8,092304;4,584110;4,627444;4,681673;12,094267;12,095655;12,096052;12,097935
11-20-46_276;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-46_276.PNG;-6,446976;31,072874;30,856175;30,431221;NaN;NaN;NaN;NaN;8,092261;4,620576;4,640694;4,680264;12,094258;12,095692;12,096082;12,098004
11-20-46_525;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-46_525.PNG;-6,446165;31,015762;30,615391;30,496042;NaN;NaN;NaN;NaN;8,092200;4,625874;4,663096;4,674218;12,094287;12,095651;12,096079;12,097999
11-20-46_775;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-46_775.PNG;-6,446284;30,989790;30,465937;30,410696;NaN;NaN;NaN;NaN;8,092209;4,628284;4,677025;4,682179;12,094328;12,095590;12,096053;12,097893
11-20-47_025;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-47_025.PNG;-6,447167;31,048873;30,374828;30,523815;NaN;NaN;NaN;NaN;8,092275;4,622802;4,685526;4,671629;12,094312;12,095667;12,096077;12,097917
11-20-47_276;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-47_276.PNG;-6,445807;31,069307;30,275678;30,685872;NaN;NaN;NaN;NaN;8,092173;4,620906;4,694785;4,656533;12,094319;12,095683;12,095980;12,097883
11-20-47_525;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-47_525.PNG;-6,447072;31,028404;30,268846;30,818623;NaN;NaN;NaN;NaN;8,092268;4,624701;4,695424;4,644184;12,094283;12,095678;12,096059;12,097933
11-20-47_776;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-47_776.PNG;-6,445450;31,093158;30,508086;30,833146;NaN;NaN;NaN;NaN;8,092146;4,618694;4,673095;4,642834;12,094346;12,095717;12,096075;12,097942
11-20-48_026;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-48_026.PNG;-6,445950;31,137732;30,635513;30,834781;NaN;NaN;NaN;NaN;8,092184;4,614562;4,661222;4,642682;12,094287;12,095556;12,096057;12,097895
11-20-48_276;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-48_276.PNG;-6,446380;31,502574;30,710657;30,956968;NaN;NaN;NaN;NaN;8,092216;4,580804;4,654227;4,631331;12,094231;12,095699;12,096048;12,097956
11-20-48_526;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_5/Images/11-20-48_526.PNG;-6,445855;31,834133;30,679571;30,916493;NaN;NaN;NaN;NaN;8,092177;4,550228;4,657120;4,635090;12,094285;12,095640;12,096046;12,097906
