Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
11:03:34,575;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_2/Images/11:03:34,575.PNG;-6,417274;31,680461;30,783730;31,098180;NaN;NaN;NaN;NaN;8,090034;4,564387;4,647429;4,618229;12,094107;12,095480;12,095848;12,097743
11:03:39,563;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_2/Images/11:03:39,563.PNG;-6,419657;32,015743;31,130432;30,494009;NaN;NaN;NaN;NaN;8,090212;4,533523;4,615239;4,674408;12,094113;12,095509;12,095869;12,097753
11:03:44,551;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_2/Images/11:03:44,551.PNG;-6,421550;32,020479;30,908277;30,912169;NaN;NaN;NaN;NaN;8,090354;4,533088;4,635853;4,635492;12,094132;12,095498;12,095875;12,097770
11:03:49,539;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_2/Images/11:03:49,539.PNG;-6,423110;32,052614;30,282121;31,250576;NaN;NaN;NaN;NaN;8,090471;4,530135;4,694183;4,604108;12,094146;12,095530;12,095898;12,097814
11:03:54,527;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_2/Images/11:03:54,527.PNG;-6,424316;30,776620;30,792614;30,524988;NaN;NaN;NaN;NaN;8,090562;4,648090;4,646603;4,671519;12,094168;12,095556;12,095940;12,097833
11:03:59,515;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sensor1Calibration_2/Images/11:03:59,515.PNG;-6,424969;31,066955;30,232128;30,546805;NaN;NaN;NaN;NaN;8,090611;4,621125;4,698855;4,669486;12,094155;12,095525;12,095908;12,097826
