Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
11-42-54_559;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-54_559.PNG;1,399847;4,115436;2,181029;2,196978;0,153087;1,837686;2,116946;0,666934
11-42-55_059;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-55_059.PNG;1,398082;4,115136;2,181312;2,197021;0,153061;1,837885;2,117500;0,671991
11-42-55_560;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-55_560.PNG;1,398992;4,114769;2,182143;2,196986;0,153089;1,837646;2,117099;0,667905
11-42-56_059;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-56_059.PNG;1,400684;4,114346;2,182686;2,197084;0,153079;1,837825;2,116625;0,662388
11-42-56_560;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-56_560.PNG;1,402934;4,114020;2,183043;2,196923;0,153080;1,837905;2,116857;0,657600
11-42-57_059;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-57_059.PNG;1,401327;4,113629;2,183128;2,196545;0,153074;1,838242;2,117002;0,660795
11-42-57_559;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-57_559.PNG;1,402275;4,113308;2,183411;2,196848;0,153036;1,838261;2,116314;0,664094
11-42-58_059;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample/Images/11-42-58_059.PNG;1,401176;4,113057;2,183653;2,196593;0,153084;1,838599;2,116997;0,656576
