Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
11-43-05_525;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_1/Images/11-43-05_525.PNG;1,400834;4,108857;2,177329;2,195023;0,153041;1,836228;2,112904;0,661883
