Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
11-43-40_495;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-40_495.PNG;1,403570;4,089605;2,190216;2,205266;0,153167;1,832844;2,116761;0,662386
11-43-40_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-40_994.PNG;1,402358;4,089324;2,190797;2,204483;0,153164;1,832487;2,116053;0,660297
11-43-41_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-41_494.PNG;1,402590;4,089006;2,191596;2,203953;0,153096;1,831585;2,116733;0,661520
11-43-41_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-41_994.PNG;1,404818;4,088649;2,192450;2,204136;0,153105;1,831226;2,116292;0,669601
11-43-42_493;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-42_493.PNG;1,398521;4,088333;2,193426;2,204502;0,153125;1,832501;2,116307;0,669674
11-43-42_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-42_994.PNG;1,401298;4,088018;2,194105;2,204998;0,153108;1,832122;2,115911;0,661131
11-43-43_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-43_494.PNG;1,401306;4,087639;2,194851;2,205324;0,153098;1,832301;2,116895;0,656354
11-43-43_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-43_994.PNG;1,401606;4,087319;2,195353;2,205366;0,153118;1,832345;2,117068;0,661908
11-43-44_495;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-44_495.PNG;1,402524;4,086918;2,195624;2,205355;0,153137;1,831884;2,117814;0,656139
11-43-44_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-44_994.PNG;1,403762;4,086569;2,195925;2,205260;0,153108;1,831939;2,117473;0,658658
11-43-45_495;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-45_495.PNG;1,403397;4,086286;2,196140;2,205444;0,153111;1,833043;2,118486;0,663043
11-43-45_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-45_994.PNG;1,404388;4,085986;2,196373;2,206031;0,153087;1,832937;2,118613;0,657935
11-43-46_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-46_494.PNG;1,404567;4,085777;2,196400;2,206590;0,153114;1,833109;2,119215;0,656265
11-43-46_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-46_994.PNG;1,404154;4,085526;2,196068;2,206515;0,153105;1,833026;2,119062;0,663524
11-43-47_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-47_494.PNG;1,390812;4,085278;2,196176;2,206890;0,153146;1,832154;2,121266;0,659829
11-43-47_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-47_994.PNG;1,384304;4,084925;2,196347;2,207437;0,153094;1,831824;2,122151;0,654343
11-43-48_495;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-48_495.PNG;1,383585;4,084692;2,196971;2,207872;0,153117;1,832745;2,122113;0,664318
11-43-48_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-48_994.PNG;1,380671;4,084433;2,197720;2,208152;0,153096;1,833310;2,121325;0,662900
11-43-49_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-49_494.PNG;1,380572;4,084159;2,198356;2,208422;0,153131;1,833474;2,124130;0,661330
11-43-49_995;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-49_995.PNG;1,386370;4,083956;2,198784;2,208864;0,153140;1,833951;2,122370;0,650615
11-43-50_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-50_494.PNG;1,386936;4,083742;2,199007;2,209318;0,153149;1,833955;2,122758;0,652318
11-43-50_995;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-50_995.PNG;1,386964;4,083492;2,199047;2,209787;0,153135;1,833924;2,121694;0,651649
11-43-51_495;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-51_495.PNG;1,387010;4,083312;2,199036;2,210103;0,153092;1,834123;2,121779;0,652988
11-43-51_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-51_994.PNG;1,387100;4,083094;2,198509;2,210165;0,153145;1,834290;2,121618;0,656512
11-43-52_495;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-52_495.PNG;1,389454;4,082836;2,198686;2,210328;0,153143;1,834449;2,121028;0,656751
11-43-52_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-52_994.PNG;1,385016;4,082429;2,199086;2,210552;0,153161;1,834780;2,120431;0,657743
11-43-53_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-53_494.PNG;1,385399;4,081928;2,199505;2,210580;0,153191;1,835016;2,119809;0,663074
11-43-53_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-53_994.PNG;1,385552;4,081415;2,199796;2,210813;0,153148;1,834933;2,119441;0,660461
11-43-54_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-54_494.PNG;1,385364;4,080819;2,199911;2,210930;0,153137;1,835123;2,119455;0,657573
11-43-54_995;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-54_995.PNG;1,384857;4,080413;2,199701;2,210822;0,153113;1,835020;2,119541;0,657856
11-43-55_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-55_494.PNG;1,391693;4,080068;2,199305;2,210452;0,153170;1,833813;2,118393;0,662973
11-43-55_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-55_994.PNG;1,391071;4,079743;2,198789;2,210512;0,153154;1,834597;2,118005;0,649661
11-43-56_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-56_494.PNG;1,391069;4,079576;2,198752;2,210716;0,153168;1,833941;2,117123;0,652502
11-43-56_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-56_994.PNG;1,386154;4,079365;2,199370;2,210481;0,153132;1,834011;2,118723;0,651606
11-43-57_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-57_494.PNG;1,386523;4,079119;2,199089;2,209753;0,153179;1,834266;2,116755;0,651949
11-43-57_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-57_994.PNG;1,388459;4,078880;2,198625;2,209341;0,153122;1,834786;2,116543;0,654230
11-43-58_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-58_494.PNG;1,386865;4,078580;2,198198;2,209560;0,153181;1,834820;2,116009;0,652731
11-43-58_995;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-58_995.PNG;1,387351;4,078276;2,197941;2,209922;0,153155;1,834723;2,115961;0,652443
11-43-59_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-59_494.PNG;1,390157;4,077997;2,197524;2,210314;0,153165;1,834369;2,115715;0,654245
11-43-59_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-43-59_994.PNG;1,388065;4,077786;2,196915;2,210588;0,153145;1,834164;2,116184;0,655294
11-44-00_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-44-00_494.PNG;1,388934;4,077519;2,196207;2,211046;0,153129;1,833871;2,116606;0,655831
11-44-00_995;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-44-00_995.PNG;1,387457;4,077195;2,195843;2,211415;0,153164;1,833823;2,116239;0,656540
11-44-01_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-44-01_494.PNG;1,388456;4,076956;2,196014;2,211794;0,153139;1,833539;2,116812;0,657983
11-44-01_994;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-44-01_994.PNG;1,387854;4,076684;2,196223;2,212234;0,153140;1,833614;2,116901;0,659305
11-44-02_494;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_2/Images/11-44-02_494.PNG;1,387882;4,076463;2,196499;2,212724;0,153147;1,833546;2,118110;0,658932
