Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
15-10-56_271;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-56_271.PNG;-73,756186;7,234244;7,162816;7,081525;-74,815903;-74,716652;-74,924176;-74,447097;11,885729;4,061401;4,064215;4,076869;11,887694;11,885901;11,885563;11,884275
15-10-56_771;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-56_771.PNG;-73,756407;7,234977;7,163078;7,081809;-74,816073;-74,713585;-74,934326;-74,447924;11,885731;4,061306;4,064181;4,076832;11,887695;11,885868;11,885671;11,884284
15-10-57_270;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-57_270.PNG;-73,758895;7,235481;7,162958;7,082055;-74,812963;-74,711634;-74,928190;-74,443736;11,885758;4,061240;4,064197;4,076800;11,887663;11,885847;11,885606;11,884238
15-10-57_770;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-57_770.PNG;-73,757347;7,235930;7,163559;7,082837;-74,821617;-74,712749;-74,925235;-74,441367;11,885741;4,061182;4,064119;4,076698;11,887754;11,885859;11,885574;11,884213
15-10-58_270;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-58_270.PNG;-73,754196;7,236489;7,163344;7,083011;-74,815507;-74,706674;-74,923451;-74,443681;11,885707;4,061109;4,064147;4,076675;11,887689;11,885794;11,885555;11,884238
15-10-58_771;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-58_771.PNG;-73,760277;7,237121;7,163390;7,082860;-74,820824;-74,712415;-74,923953;-74,445830;11,885773;4,061027;4,064141;4,076695;11,887745;11,885855;11,885560;11,884261
15-10-59_270;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-59_270.PNG;-73,759227;7,237405;7,163610;7,083555;-74,820372;-74,711746;-74,925235;-74,444177;11,885762;4,060990;4,064112;4,076604;11,887741;11,885848;11,885574;11,884243
15-10-59_772;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_5/Images/15-10-59_772.PNG;-73,760112;7,237822;7,163568;7,083464;-74,816638;-74,715537;-74,927131;-74,447593;11,885771;4,060936;4,064117;4,076616;11,887701;11,885889;11,885594;11,884280
