Time [MM:SS];Image file path;T1;T2;T3;T4;T5;T6;T7;T8;V1;V2;V3;V4;V5;V6;V7;V8
15-24-39_895;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-39_895.PNG;-73,757181;2,064217;2,042543;1,915962;-74,821107;-74,719330;-74,935553;-74,443075;11,885740;4,769801;4,764617;4,785958;11,887748;11,885929;11,885684;11,884231
15-24-40_395;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-40_395.PNG;-73,763872;2,070478;2,049345;1,922846;-74,819806;-74,719106;-74,932150;-74,440706;11,885812;4,768902;4,763643;4,784968;11,887735;11,885927;11,885648;11,884205
15-24-40_895;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-40_895.PNG;-73,764868;2,077179;2,055927;1,929527;-74,824333;-74,717433;-74,937283;-74,451782;11,885823;4,767940;4,762700;4,784007;11,887782;11,885909;11,885703;11,884325
15-24-41_395;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-41_395.PNG;-73,762877;2,083732;2,063009;1,936192;-74,823823;-74,716206;-74,934214;-74,450128;11,885801;4,767000;4,761685;4,783049;11,887777;11,885896;11,885670;11,884307
15-24-41_895;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-41_895.PNG;-73,762821;2,090282;2,070079;1,942228;-74,818562;-74,717266;-74,931648;-74,450404;11,885800;4,766060;4,760673;4,782181;11,887722;11,885907;11,885643;11,884310
15-24-42_395;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-42_395.PNG;-73,761218;2,096774;2,077312;1,949053;-74,822409;-74,723625;-74,933154;-74,444838;11,885783;4,765128;4,759637;4,781200;11,887762;11,885975;11,885659;11,884250
15-24-42_895;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-42_895.PNG;-73,762545;2,103541;2,083689;1,955728;-74,826427;-74,722900;-74,932820;-74,451947;11,885797;4,764157;4,758724;4,780240;11,887804;11,885967;11,885655;11,884327
15-24-43_395;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-43_395.PNG;-73,763651;2,109951;2,090533;1,962206;-74,821560;-74,720445;-74,932541;-74,447703;11,885809;4,763238;4,757744;4,779309;11,887753;11,885941;11,885652;11,884281
15-24-43_895;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-43_895.PNG;-73,763375;2,117122;2,097307;1,969149;-74,823031;-74,721505;-74,930477;-74,450073;11,885806;4,762209;4,756774;4,778312;11,887769;11,885952;11,885630;11,884307
15-24-44_395;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-44_395.PNG;-73,764149;2,123306;2,103586;1,975051;-74,824220;-74,717489;-74,931871;-74,447042;11,885815;4,761322;4,755875;4,777463;11,887781;11,885910;11,885645;11,884274
15-24-44_894;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-44_894.PNG;-73,765311;2,130208;2,110324;1,981821;-74,823540;-74,720389;-74,935107;-74,448420;11,885827;4,760332;4,754911;4,776491;11,887774;11,885941;11,885679;11,884289
15-24-45_394;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-45_394.PNG;-73,762877;2,136730;2,116787;1,988579;-74,824786;-74,719664;-74,931035;-74,446050;11,885801;4,759397;4,753986;4,775520;11,887787;11,885933;11,885636;11,884263
15-24-45_895;C:\Users\au540322\Documents\Projects\Ice-Nucleation\src\LabVIEW\Data\Sample_9/Images/15-24-45_895.PNG;-73,759172;2,143705;2,123227;1,995226;-74,819750;-74,719330;-74,933601;-74,448475;11,885761;4,758396;4,753064;4,774565;11,887734;11,885929;11,885663;11,884289
